config: {'task': 'detect', 'mode': 'train', 'model': 'yolov8s.pt', 'data': 'C:\\Jinyoon Projects\\datasets\\combined_dataset_cascade\\data_cascade_1.yaml', 'epochs': 50, 'time': None, 'patience': 10, 'batch': 16, 'imgsz': 256, 'save': True, 'save_period': -1, 'cache': False, 'device': 0, 'workers': 8, 'project': None, 'name': 'train2-cascade-epoch502', 'exist_ok': False, 'pretrained': True, 'optimizer': 'auto', 'verbose': True, 'seed': 0, 'deterministic': True, 'single_cls': False, 'rect': False, 'cos_lr': False, 'close_mosaic': 10, 'resume': False, 'amp': True, 'fraction': 1.0, 'profile': False, 'freeze': None, 'multi_scale': False, 'overlap_mask': True, 'mask_ratio': 4, 'dropout': 0.0, 'val': True, 'split': 'val', 'save_json': False, 'save_hybrid': False, 'conf': None, 'iou': 0.7, 'max_det': 300, 'half': False, 'dnn': False, 'plots': True, 'source': None, 'vid_stride': 1, 'stream_buffer': False, 'visualize': False, 'augment': False, 'agnostic_nms': False, 'classes': None, 'retina_masks': False, 'embed': None, 'show': False, 'save_frames': False, 'save_txt': False, 'save_conf': False, 'save_crop': False, 'show_labels': True, 'show_conf': True, 'show_boxes': True, 'line_width': None, 'format': 'torchscript', 'keras': False, 'optimize': False, 'int8': False, 'dynamic': False, 'simplify': False, 'opset': None, 'workspace': 4, 'nms': False, 'lr0': 0.01, 'lrf': 0.01, 'momentum': 0.937, 'weight_decay': 0.0005, 'warmup_epochs': 3.0, 'warmup_momentum': 0.8, 'warmup_bias_lr': 0.1, 'box': 7.5, 'cls': 0.5, 'dfl': 1.5, 'pose': 12.0, 'kobj': 1.0, 'label_smoothing': 0.0, 'nbs': 64, 'hsv_h': 0.015, 'hsv_s': 0.7, 'hsv_v': 0.4, 'degrees': 0.0, 'translate': 0.1, 'scale': 0.5, 'shear': 0.0, 'perspective': 0.0, 'flipud': 0.0, 'fliplr': 0.5, 'mosaic': 1.0, 'mixup': 0.0, 'copy_paste': 0.0, 'auto_augment': 'randaugment', 'erasing': 0.4, 'crop_fraction': 1.0, 'cfg': None, 'tracker': 'botsort.yaml', 'save_dir': 'C:\\Jinyoon Projects\\0_Skin-Cancer-Detection-Capstone\\runs\\detect\\train2-cascade-epoch502'}
2024-02-11 17:54:33,883 INFO    MainThread:12184 [wandb_init.py:init():616] starting backend
2024-02-11 17:54:33,883 INFO    MainThread:12184 [wandb_init.py:init():620] setting up manager
2024-02-11 17:54:33,886 INFO    MainThread:12184 [backend.py:_multiprocessing_setup():105] multiprocessing start_methods=spawn, using: spawn
2024-02-11 17:54:33,889 INFO    MainThread:12184 [wandb_init.py:init():628] backend started and connected
2024-02-11 17:54:33,894 INFO    MainThread:12184 [wandb_init.py:init():720] updated telemetry
2024-02-11 17:54:33,896 INFO    MainThread:12184 [wandb_init.py:init():753] communicating run to backend with 90.0 second timeout
2024-02-11 17:54:34,554 INFO    MainThread:12184 [wandb_run.py:_on_init():2254] communicating current version
2024-02-11 17:54:34,951 INFO    MainThread:12184 [wandb_run.py:_on_init():2263] got version response upgrade_message: "wandb version 0.16.3 is available!  To upgrade, please run:\n $ pip install wandb --upgrade"

2024-02-11 17:54:34,951 INFO    MainThread:12184 [wandb_init.py:init():804] starting run threads in backend
2024-02-11 17:54:35,114 INFO    MainThread:12184 [wandb_run.py:_console_start():2233] atexit reg
2024-02-11 17:54:35,114 INFO    MainThread:12184 [wandb_run.py:_redirect():2088] redirect: wrap_raw
2024-02-11 17:54:35,114 INFO    MainThread:12184 [wandb_run.py:_redirect():2153] Wrapping output streams.
2024-02-11 17:54:35,115 INFO    MainThread:12184 [wandb_run.py:_redirect():2178] Redirects installed.
2024-02-11 17:54:35,115 INFO    MainThread:12184 [wandb_init.py:init():847] run started, returning control to user process
